Notetype,NoteTemplate,counts,Percentage,Cumulative Percentage,
Maternity Visit,APC - Sick Visit Note,1,5.18E-05,99.98136174,
Maternal Health Education,Maternal Health Education,1,5.18E-05,99.98141352,
Maternal,Nurses Note,1,5.18E-05,99.98146529,
MH RTC Return Client,ZZZZZZZZNew Maternity,1,5.18E-05,99.98151706,
MH RTC Return Client,ZZZMaternal Return Note,1,5.18E-05,99.98156883,
MH RTC New Client,New Maternity Intake - RN Only,1,5.18E-05,99.98162061,
MH Note,Phone Encounter,1,5.18E-05,99.98167238,
MH Note,Medical Nutrition Therapy,1,5.18E-05,99.98172415,
MH Note,Lab Visit,1,5.18E-05,99.98177593,
MH Intake,zACOG- New Maternity,1,5.18E-05,99.9818277,
MH Intake,Progress Note,1,5.18E-05,99.98187947,
Progress Note,FP Male Flow 2020 MCHD,1,5.18E-05,99.98193124,
MH Intake,OLD ACOG Maternity,1,5.18E-05,99.98198302,
MH Intake,New  ACOG MH 2023,1,5.18E-05,99.98203479,
MH Intake,ACOG Maternity-KC,1,5.18E-05,99.98208656,
MH  Education,z-MH Maternal Health Education,1,5.18E-05,99.98213834,
Progress Note,FP Removal/Reinsert,1,5.18E-05,99.98219011,
Progress Note,FP Reproductive Health Male,1,5.18E-05,99.98224188,
Medical,EMG Eval,1,5.18E-05,99.98229366,
Progress Note,FP Eval - Telemedicine,1,5.18E-05,99.98234543,
MD Progress,Chart Note Dr. K,1,5.18E-05,99.9823972,
Method Visit,AH Primary Care Visit,1,5.18E-05,99.98244897,
Off-Service Note,CC4C Note,1,5.18E-05,99.98250075,
OT Eval,Phone Encounter,1,5.18E-05,99.98255252,
OB Lsb Results,Phone Encounter,1,5.18E-05,99.98260429,
OB Lsb Results,Lab Results,1,5.18E-05,99.98265607,
Progress Note,Edinburgh,1,5.18E-05,99.98270784,
Nutritional Note,MH Nutrional Plan NCHD,1,5.18E-05,99.98275961,
Progress Note,FAVILA,1,5.18E-05,99.98281138,
Progress Note,FC LROOT Left L4 and S1,1,5.18E-05,99.98286316,
Progress Note,FC SI INJECTION R,1,5.18E-05,99.98291493,
Progress Note,FC Stellate Ganglion,1,5.18E-05,99.9829667,
Progress Note,FC Trigger Point Inject,1,5.18E-05,99.98301848,
Progress Note,FC ischial.bursa.right.,1,5.18E-05,99.98307025,
Nurse Progress Note,FP Pregnancy Test,1,5.18E-05,99.98312202,
Nurse Progress Note,DEV TB Risk Assessment TZ,1,5.18E-05,99.9831738,
Nurse Progress Note,DEV PCM NB Assess TZ,1,5.18E-05,99.98322557,
Nurse Progress Note,DEV FP EC Visit tz,1,5.18E-05,99.98327734,
Nurse Admin ,CO - C-19 Mod Vaccine Bivalent,1,5.18E-05,99.98332911,
Progress Note,FP 4060F - Female HX CHS,1,5.18E-05,99.98338089,
Nerve Conduction Study,Consultation Note 1,1,5.18E-05,99.98343266,
Progress Note,FP Revisit,1,5.18E-05,99.98348443,
Lab Results,Phone Encounter,1,5.18E-05,99.98353621,
Admit Note,Hepatitis Medical Information,1,5.18E-05,99.98358798,
H&P Note,PrEP Initial,1,5.18E-05,99.98363975,
H&P Note,Podiatry Note,1,5.18E-05,99.98369152,
H&P Note,Podiatry ,1,5.18E-05,99.9837433,
Progress Note,HIV ST Post Test Counselling,1,5.18E-05,99.98379507,
Progress Note,HV for Newborn Assessment,1,5.18E-05,99.98384684,
Progress Note,HWC - Blank Note,1,5.18E-05,99.98389862,
H&P Note,Neurological Exam1,1,5.18E-05,99.98395039,
H&P Note,Medical Clearance Note,1,5.18E-05,99.98400216,
H&P Note,Male Self-History Form,1,5.18E-05,99.98405393,
H&P Note,MH FETAL NON-STRESS TEST,1,5.18E-05,99.98410571,
H&P Note,MCM 003 Intake Exam v14.2,1,5.18E-05,99.98415748,
Progress Note,Hepatitis Encounter,1,5.18E-05,99.98420925,
Progress Note,HoCo Colorectal Cancer Screen,1,5.18E-05,99.98426103,
Progress Note,HoCo Core Demographic,1,5.18E-05,99.9843128,
Progress Note,Home Visit - Newborn NCHD,1,5.18E-05,99.98436457,
Progress Note,Home Visit - Postnatal NCHD,1,5.18E-05,99.98441635,
H&P Note,Initial Devi,1,5.18E-05,99.98446812,
H&P Note,Immunization Order,1,5.18E-05,99.98451989,
Progress Note,ID Clinic Initial Visit,1,5.18E-05,99.98457166,
H&P Note,H-P New Pt Cons-Eval,1,5.18E-05,99.98462344,
Progress Note,Group PLC Tx,1,5.18E-05,99.98467521,
Progress Note,Generalized Anxiety Disorder 7,1,5.18E-05,99.98472698,
Lab Only,Test Results- LCHD,1,5.18E-05,99.98477876,
H&P Note,Sore Throat - R,1,5.18E-05,99.98483053,
Lab Note,Lab Only,1,5.18E-05,99.9848823,
Interval Psycosocial Screening & Results,Maternal Hx Pt. C-2,1,5.18E-05,99.98493407,
Intake Note,Intake 2,1,5.18E-05,99.98498585,
Insulin Pick Up,Phone Encounter,1,5.18E-05,99.98503762,
Progress Note,FP-Male Flow Sheet,1,5.18E-05,99.98508939,
Progress Note,FP-Male PE Sheet,1,5.18E-05,99.98514117,
Insert Text,CP - Procedure Note,1,5.18E-05,99.98519294,
Insert Text,CP - HandP,1,5.18E-05,99.98524471,
Injection Note,SCHD Medication Encounter,1,5.18E-05,99.98529649,
Injection Note,Injection note,1,5.18E-05,99.98534826,
Injection Note,Immunization Note,1,5.18E-05,99.98540003,
Injection Note,Follow Up,1,5.18E-05,99.9854518,
Progress Note,Flu Vaccine Note,1,5.18E-05,99.98550358,
Initial Evaluation,PT eval Mike,1,5.18E-05,99.98555535,
Initial Diagnosis,SOAP,1,5.18E-05,99.98560712,
Progress Note,GC - Lab Results,1,5.18E-05,99.9856589,
Progress Note,Gastroenteritis,1,5.18E-05,99.98571067,
H&P Note,TB Epidemiological Record,1,5.18E-05,99.98576244,
H&P Note,Surgery Pre-Op History and Physical,1,5.18E-05,99.98581421,
Progress Note,EHE PrEP Follow-Up,1,5.18E-05,99.98586599,
Off-Service Note,COVIDResult,1,5.18E-05,99.98591776,
Off-Service Note,CVS MD Note,1,5.18E-05,99.98596953,
Progress Note,Barton STD Treatment Record,1,5.18E-05,99.98602131,
Progress Note,Behavioral Health Note,1,5.18E-05,99.98607308,
Progress Note,AFP Only,1,5.18E-05,99.98612485,
Progress Note,Breast Lump,1,5.18E-05,99.98617663,
Progress Note,ADMIN NOTE,1,5.18E-05,99.9862284,
Progress Note,CC4C Note,1,5.18E-05,99.98628017,
Progress Note,ACOG- New Maternity,1,5.18E-05,99.98633194,
Progress Note,ACOG RECORD,1,5.18E-05,99.98638372,
Progress Note,5 P's of Substance Abuse Sp.,1,5.18E-05,99.98643549,
Progress Note,CD-HIV Report,1,5.18E-05,99.98648726,
Procedure Note,Immunization Note,1,5.18E-05,99.98653904,
Procedure Note,FP IUD Procedure,1,5.18E-05,99.98659081,
Progress Note,CH Problem Combo Visit,1,5.18E-05,99.98664258,
Procedure,Kim CESI,1,5.18E-05,99.98669435,
Procedure,Jessica TPI- No meds,1,5.18E-05,99.98674613,
Prenatal Care Plan,Phone Encounter,1,5.18E-05,99.9867979,
Prenatal Care Plan,COVID Results,1,5.18E-05,99.98684967,
PrEP,PrEP Follow-up Visit,1,5.18E-05,99.98690145,
Physical Therapy,PT Progress Note,1,5.18E-05,99.98695322,
Phone Encounter,TB Monthly LTBI Med Pickups,1,5.18E-05,99.98700499,
Progress Note,AH-Pregnancy Test Form,1,5.18E-05,99.98705677,
Progress Note,APC BCCCP/WW Nurse Visit,1,5.18E-05,99.98710854,
Progress Note,"Diarrhea, Chronic",1,5.18E-05,99.98716031,
Progress Note,APC Medication Sheet,1,5.18E-05,99.98721208,
Progress Note,BF - Well Child 7-8 years,1,5.18E-05,99.98726386,
Progress Note,BF - Well Child 5 Years,1,5.18E-05,99.98731563,
Progress Note,BF - Well Child 4 years,1,5.18E-05,99.9873674,
Progress Note,BF - Well Child 2 years,1,5.18E-05,99.98741918,
Progress Note,BF -  Well Child 15-17 Years,1,5.18E-05,99.98747095,
Progress Note,BCCCP-Breast Reporting Data,1,5.18E-05,99.98752272,
Progress Note,BCCCP Cervical Entry Form 2018,1,5.18E-05,99.98757449,
Progress Note,BCCCP 6 month F/U visit,1,5.18E-05,99.98762627,
Progress Note,Aorta Duplex EVAR,1,5.18E-05,99.98767804,
Progress Note,Animal Bite,1,5.18E-05,99.98772981,
Progress Note,Anemia New Diagnosis,1,5.18E-05,99.98778159,
Progress Note,Allergic Rhinitis Follow up,1,5.18E-05,99.98783336,
Progress Note,Advanced,1,5.18E-05,99.98788513,
Progress Note,BFTK PROBLEM VISIT 2019,1,5.18E-05,99.98793691,
Progress Note,BH Progress Note,1,5.18E-05,99.98798868,
Progress Note,APC-Well Male Exam BCHD,1,5.18E-05,99.98804045,
Progress Note,BREAST EXAM,1,5.18E-05,99.98809222,
Progress Note,BS,1,5.18E-05,99.988144,
Progress Note,APC Nurse Screening,1,5.18E-05,99.98819577,
Phone Encounter,TB Medications,1,5.18E-05,99.98824754,
Phone Encounter,SCHD A Blank SOAP NOTE,1,5.18E-05,99.98829932,
Phone Encounter,PC - Est Pedi Office Visit,1,5.18E-05,99.98835109,
Phone Encounter,Nurses Note,1,5.18E-05,99.98840286,
Phone Encounter,BCCCP-Cervical Screen Data 23,1,5.18E-05,99.98845463,
Progress Note,Covid-19 Testing Form,1,5.18E-05,99.98850641,
Progress Note,CureMD Test,1,5.18E-05,99.98855818,
Progress Note,DCHD - CC4C Referral Form,1,5.18E-05,99.98860995,
Phone Encounter,BCCCP Visit WCHD,1,5.18E-05,99.98866173,
Phone Encounter,Allergy Note,1,5.18E-05,99.9887135,
Phone Encounter,ASA Patient Progress Note,1,5.18E-05,99.98876527,
Progress Note,DEV BCCCP External Referral TZ,1,5.18E-05,99.98881705,
Progress Note,DEV BCCCP Provider Visit TZ,1,5.18E-05,99.98886882,
Progress Note,DEV HIV/STI Post Test TZ,1,5.18E-05,99.98892059,
Progress Note,DLH-Procedure,1,5.18E-05,99.98897236,
Progress Note,DME Brace,1,5.18E-05,99.98902414,
Progress Note,DNU BF 4 Mon,1,5.18E-05,99.98907591,
Progress Note,DP,1,5.18E-05,99.98912768,
Off-Service Note,Maternal Flow,1,5.18E-05,99.98917946,
Off-Service Note,FP FAMILY PLANNING PROBLEM,1,5.18E-05,99.98923123,
Off-Service Note,Discharge Summary MedSLP VOICE,1,5.18E-05,99.989283,
Progress Note,Diabetic Teaching-FHD,1,5.18E-05,99.98933477,
Progress Note,Diaper Rash,1,5.18E-05,99.98938655,
Phone Encounter,BH Progress Note - Peds,1,5.18E-05,99.98943832,
Progress Note,Contraceptive Management,1,5.18E-05,99.98949009,
Phone Encounter,CD,1,5.18E-05,99.98954187,
Phone Encounter,FP Supply VIsit,1,5.18E-05,99.98959364,
Phone Encounter,Nurse Triage,1,5.18E-05,99.98964541,
Phone Encounter,Nurse Note,1,5.18E-05,99.98969719,
Phone Encounter,New Patient,1,5.18E-05,99.98974896,
Phone Encounter,LAB RESULTS,1,5.18E-05,99.98980073,
Phone Encounter,ID SW CLINIC,1,5.18E-05,99.9898525,
Phone Encounter,General Telephone Message,1,5.18E-05,99.98990428,
Phone Encounter,Gaffney Medical Patient,1,5.18E-05,99.98995605,
Phone Encounter,Follow Up,1,5.18E-05,99.99000782,
Phone Encounter,Diabetes Note,1,5.18E-05,99.9900596,
Progress Note,Condom Visit,1,5.18E-05,99.99011137,
Phone Encounter,Counseling Note,1,5.18E-05,99.99016314,
Phone Encounter,Contact Note Response,1,5.18E-05,99.99021491,
Progress Note,Chris Note Test ,1,5.18E-05,99.99026669,
Progress Note,Chronic Kidney Disease,1,5.18E-05,99.99031846,
Phone Encounter,CP - Progress Note,1,5.18E-05,99.99037023,
Progress Note,Closing Summary,1,5.18E-05,99.99042201,
Phone Encounter,CH Visit,1,5.18E-05,99.99047378,
Phone Encounter,CD - STD Exam and Tx,1,5.18E-05,99.99052555,
H&P Note,Follow Up,1,5.18E-05,99.99057733,
H&P Note,FP Female Exam,1,5.18E-05,99.9906291,
H&P Note,FP - IUD check,1,5.18E-05,99.99068087,
Adult Health,CC-OMH Initial Visit,1,5.18E-05,99.99073264,
Admit Note,zzzOBOT-APC-WELL MALE EXAM-NEW,1,5.18E-05,99.99078442,
Progress Note,SHC - Quick Visit,1,5.18E-05,99.99083619,
Progress Note,SI Joint,1,5.18E-05,99.99088796,
Progress Note,ST-Treatment,1,5.18E-05,99.99093974,
Admit Note,zz test,1,5.18E-05,99.99099151,
Admit Note,ZZZ-FP - Prescription note,1,5.18E-05,99.99104328,
Admit Note,ZZZ SCHD BBP Exposure Note,1,5.18E-05,99.99109505,
Admit Note,ZWell Child 2/h Year V 2019,1,5.18E-05,99.99114683,
Admit Note,ZWell Child 1 month visit 2019,1,5.18E-05,99.9911986,
Admit Note,ZSCHD COVID Testing Note,1,5.18E-05,99.99125037,
Admit Note,ZBFTK PROBLEM VISIT 2019,1,5.18E-05,99.99130215,
Admit Note,Z-STD Encounter - Form 2808,1,5.18E-05,99.99135392,
Progress Note,Staple Removal,1,5.18E-05,99.99140569,
Admit Note,Z-Child Visit 3-5days 2019,1,5.18E-05,99.99145747,
Admit Note,Well child 4month Visit 2019,1,5.18E-05,99.99150924,
Admit Note,Well child 2month visit 2019,1,5.18E-05,99.99156101,
Admit Note,Well Child 9 /10 yr visit 2019,1,5.18E-05,99.99161278,
Progress Note,TB EPI RECORD PT 2 F/U,1,5.18E-05,99.99166456,
Admit Note,Well Child 7/8 year Visit 2019,1,5.18E-05,99.99171633,
Admit Note,zzzzOBOT-APC-WELL WOMAN EXAM,1,5.18E-05,99.9917681,
Adult Health,Phone Encounter,1,5.18E-05,99.99181988,
BH Note,BH Coaching,1,5.18E-05,99.99187165,
Adult Health ,Nurses Note,1,5.18E-05,99.99192342,
BH  Case Manager Visit,zzBH - Case Manager ,1,5.18E-05,99.99197519,
Progress Note,PrimCare - School PE,1,5.18E-05,99.99202697,
Progress Note,Psychiatric Evaluation,1,5.18E-05,99.99207874,
Progress Note,RCPH FP Male Flow 2814M,1,5.18E-05,99.99213051,
Progress Note,RCPH Nexplanon Removal,1,5.18E-05,99.99218229,
Progress Note,RCPH Phone Encounter,1,5.18E-05,99.99223406,
BF 3 Year Visit,BF - 3 Year Visit - Clay,1,5.18E-05,99.99228583,
BF 18 Month Visit,BF - 18 Month Visit - Clay,1,5.18E-05,99.99233761,
Progress Note,RSMC  ART 020 Cycle Sheet,1,5.18E-05,99.99238938,
BF 15 to 21 Year Visit,BF - 15-21 Year Visit - Clay,1,5.18E-05,99.99244115,
Progress Note,Return OB - Flow Note,1,5.18E-05,99.99249292,
Progress Note,SA Assessment,1,5.18E-05,99.9925447,
Progress Note,SCHD A Blank SOAP NOTE,1,5.18E-05,99.99259647,
Progress Note,SCHD BF Well Child 2 1/2 years,1,5.18E-05,99.99264824,
Progress Note,SCHD BF Well Child 2 Month,1,5.18E-05,99.99270002,
BCCCP Note,Blank Note,1,5.18E-05,99.99275179,
BCCCP Follow Up,BCCCP-Cervical Screen Data,1,5.18E-05,99.99280356,
BCCCP,Phone Encounter,1,5.18E-05,99.99285533,
Adult Physical,CCHD Pre-employment Physical,1,5.18E-05,99.99290711,
Admit Note,Well Child 6 Month Visit 2019,1,5.18E-05,99.99295888,
Progress Note,TB FINAL ASSESSMENT-CHILD,1,5.18E-05,99.99301065,
Admit Note,WYA 18 through 21yr Vst 2019,1,5.18E-05,99.99306243,
Admit Note,WBF - WCC 10 yr visit 2019,1,5.18E-05,99.9931142,
Admit Note,Pill count,1,5.18E-05,99.99316597,
Progress Note,WCC 15 Months-BF,1,5.18E-05,99.99321775,
Progress Note,WCC 3 Years- BF,1,5.18E-05,99.99326952,
Progress Note,WCC 8 Years-BF,1,5.18E-05,99.99332129,
Admit Note,OBCM Encounter Note,1,5.18E-05,99.99337306,
Admit Note,New Maternity - Parts A-D,1,5.18E-05,99.99342484,
Admit Note,Maternal New Admission,1,5.18E-05,99.99347661,
Progress Note,Well Child 2 month visit 2019,1,5.18E-05,99.99352838,
Progress Note,Well Child 2year Visit 2019,1,5.18E-05,99.99358016,
Admit Note,MH New Maternity Provider,1,5.18E-05,99.99363193,
Progress Note,Wiliam Galloway,1,5.18E-05,99.9936837,
Admit Note,MEDICATION REFILL ONLY,1,5.18E-05,99.99373547,
Progress Note,Wise Woman Visit,1,5.18E-05,99.99378725,
Admit Note,Lab Only-RPM Employee/Family,1,5.18E-05,99.99383902,
Progress Note,ZBCCCP-Breast Screening Data,1,5.18E-05,99.99389079,
Progress Note,ZBF - CH Visit,1,5.18E-05,99.99394257,
Admit Note,Infant Assessment 0-12 months,1,5.18E-05,99.99399434,
Admit Note,ID Clinic,1,5.18E-05,99.99404611,
Admit Note,Home Visit,1,5.18E-05,99.99409789,
Progress Note,Visual Changes,1,5.18E-05,99.99414966,
Progress Note,Urinary Incontinence,1,5.18E-05,99.99420143,
Admit Note,Psych Intake 2,1,5.18E-05,99.9942532,
Admit Note,SCHD BF Well Child 18 Months,1,5.18E-05,99.99430498,
Admit Note,WASH - Refill Request Note,1,5.18E-05,99.99435675,
Admit Note,Test Note Template,1,5.18E-05,99.99440852,
Admit Note,Test Note,1,5.18E-05,99.9944603,
Admit Note,TEST123,1,5.18E-05,99.99451207,
Admit Note,TB Skin Test,1,5.18E-05,99.99456384,
Admit Note,STI Screening Note,1,5.18E-05,99.99461561,
Admit Note,STI Form 2808,1,5.18E-05,99.99466739,
Admit Note,SCHD FP Limited Visit,1,5.18E-05,99.99471916,
Progress Note,Test FP Flow,1,5.18E-05,99.99477093,
Admit Note,Psych Intake Note,1,5.18E-05,99.99482271,
Progress Note,Test Note,1,5.18E-05,99.99487448,
Progress Note,Test Results- LCHD,1,5.18E-05,99.99492625,
Progress Note,Test Template -VMS,1,5.18E-05,99.99497802,
Progress Note,Test Template to be Used,1,5.18E-05,99.9950298,
Admit Note,SCHD AH Visit Form,1,5.18E-05,99.99508157,
Progress Note,Tuberculosis Epidemiological Record,1,5.18E-05,99.99513334,
Admit Note,Random Drug Test,1,5.18E-05,99.99518512,
Admit Note,Psych-Assessment Note,1,5.18E-05,99.99523689,
Progress Note,Prenatal MNT,1,5.18E-05,99.99528866,
BH Note,DEV BHP Follow-Up,1,5.18E-05,99.99534044,
H&P Note,Cardiovascular Consultation Report,1,5.18E-05,99.99539221,
Family Planning,FP Mirena IUD Insertion- LCHD,1,5.18E-05,99.99544398,
Family Planning,FP Depo/Supply Visit,1,5.18E-05,99.99549575,
Family Planning,FP Contraceptive Visit- LCHD,1,5.18E-05,99.99554753,
FP Supply or Problem,Nexplanon Removal,1,5.18E-05,99.9955993,
Progress Note,MH - Maternity Return,1,5.18E-05,99.99565107,
FP Hx,Follow-up Note,1,5.18E-05,99.99570285,
Progress Note,MH - Pregnancy Home Risk Form,1,5.18E-05,99.99575462,
FP History ,FP- Female Flow 2814F /HX RPM,1,5.18E-05,99.99580639,
Progress Note,MH Lead Risk Assess SCHD,1,5.18E-05,99.99585816,
FP History ,FP Initial History Form,1,5.18E-05,99.99590994,
FP History ,FP Female Flow 2814F,1,5.18E-05,99.99596171,
Progress Note,MH Psychosocial Risk Screen,1,5.18E-05,99.99601348,
Progress Note,MH- EPDS,1,5.18E-05,99.99606526,
Progress Note,MH- Home Visit - Postnatal,1,5.18E-05,99.99611703,
Progress Note,MH- Pregnancy Home Risk ,1,5.18E-05,99.9961688,
FP History ,App St Case Hist for Audiology,1,5.18E-05,99.99622058,
FP Female Flow,Phone Encounter,1,5.18E-05,99.99627235,
FP Eval,FP Annual / PP Visit- LCHD,1,5.18E-05,99.99632412,
FP Annual PP,FP Evaluation Visit- LCHD,1,5.18E-05,99.99637589,
Encounter Note,LCHD 9-10yr BF Well Child,1,5.18E-05,99.99642767,
Family Planning,FP Female Flow 2814F,1,5.18E-05,99.99647944,
Family Planning,MO - Pregnancy Test Visit,1,5.18E-05,99.99653121,
BH Note,DEV MCPH Note Template Style,1,5.18E-05,99.99658299,
Family Planning,Request for Pregnancy Test,1,5.18E-05,99.99663476,
H&P Note,Adult Established Patient,1,5.18E-05,99.99668653,
H&P Note,Acne Note 1,1,5.18E-05,99.9967383,
H&P Note,Acne Note,1,5.18E-05,99.99679008,
H&P Note,Abdominal Pain New,1,5.18E-05,99.99684185,
H&P Note,AH Test,1,5.18E-05,99.99689362,
H&P Note,64 Testing Sheet,1,5.18E-05,99.9969454,
H&P Note,1Hand Surgery Initial,1,5.18E-05,99.99699717,
H&P Note,1- Intake Exam v14.2,1,5.18E-05,99.99704894,
Progress Note,Injection Visit,1,5.18E-05,99.99710072,
Progress Note,JCH PA Progress Note,1,5.18E-05,99.99715249,
H&P Note,'23 SHC New Pt Up Extrm w/ Exm,1,5.18E-05,99.99720426,
Progress Note,Jessica Suboxone f/u- Sanford,1,5.18E-05,99.99725603,
Progress Note,KINDERGARTEN ASSESSMENT,1,5.18E-05,99.99730781,
Progress Note,Komen CBE,1,5.18E-05,99.99735958,
Progress Note,LAB ORDER,1,5.18E-05,99.99741135,
General Note,WASH - Triage Note,1,5.18E-05,99.99746313,
General Note,Declination of Test/Procedure,1,5.18E-05,99.9975149,
Progress Note,Lacerations,1,5.18E-05,99.99756667,
Progress Note,Lead Pregnancy Risk Screening,1,5.18E-05,99.99761844,
Encounter Note,LCHD 4yr BF Well Child,1,5.18E-05,99.99767022,
Progress Note,Mat-HR Social Work Assessment,1,5.18E-05,99.99772199,
Progress Note,Mat. Psychosocial Risk Screen,1,5.18E-05,99.99777376,
E M Visit Established Patient,'23 NDR Spinal Disc,1,5.18E-05,99.99782554,
Progress Note,Oral Pain/Lesion,1,5.18E-05,99.99787731,
Child Health,CH-BF Well Child 15 Months,1,5.18E-05,99.99792908,
Progress Note,PC - CoCM Case Review,1,5.18E-05,99.99798086,
Child Health,CH-BF Well Child 1 Month,1,5.18E-05,99.99803263,
Progress Note,PHQ-9,1,5.18E-05,99.9980844,
CH Initial Hx,CH Initial Hx ,1,5.18E-05,99.99813617,
Progress Note,PPD,1,5.18E-05,99.99818795,
CD Note,Communicable Disease Note,1,5.18E-05,99.99823972,
Behavior Health,App St Case Hist Ped,1,5.18E-05,99.99829149,
Progress Note,Peggy C Easter,1,5.18E-05,99.99834327,
Behavior Health,App St Case His for Preschool,1,5.18E-05,99.99839504,
BH Office Visit ,Child-BH Intake,1,5.18E-05,99.99844681,
BH Office Visit,zzBH - Behavioral Health Visit,1,5.18E-05,99.99849858,
BH Office Visit,Phone Encounter2,1,5.18E-05,99.99855036,
BH Office Visit,BH Treatment Plan,1,5.18E-05,99.99860213,
BH Office Visit,BH - LCSW Return,1,5.18E-05,99.9986539,
Progress Note,Positive Pregnancy Test Note,1,5.18E-05,99.99870568,
BH Office Visit,BH,1,5.18E-05,99.99875745,
Progress Note,PrEP Provider Visit,1,5.18E-05,99.99880922,
Progress Note,Obesity,1,5.18E-05,99.998861,
Progress Note,OT SOAP Note,1,5.18E-05,99.99891277,
Progress Note,OB Lab Results,1,5.18E-05,99.99896454,
Consultation Report,BHC Follow Up,1,5.18E-05,99.99901631,
Discharge,PT Discharge,1,5.18E-05,99.99906809,
Progress Note,Maternal PP Depression Screen,1,5.18E-05,99.99911986,
Dictation Note,Phone Encounter,1,5.18E-05,99.99917163,
Progress Note,Menopausal Symptoms,1,5.18E-05,99.99922341,
Progress Note,Moderate High Risk Referral,1,5.18E-05,99.99927518,
Consultation Report,STD Encounter - Form 2808,1,5.18E-05,99.99932695,
